ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE
17927I23BA,49,M,264648,223,0
17931Q50NL,27,M,102743,285,0
17937X32EB,40,F,498235,131,0
17942N17IP,40,F,393472,493,1
17944R73MC,51,F,364813,442,1
17945S33NY,28,F,299349,7,0
17946O07LF,30,F,266597,297,0
17949C85FS,60,F,332717,417,1
17950P58MA,61,F,360312,392,0
17956S67SQ,47,M,770355,854,1
17959G33ZA,47,M,461313,394,1
17962Q45CG,46,M,123849,287,0
17963Q76YV,25,F,483144,364,1
17964U53KT,26,F,215088,217,1
17968F22OV,63,M,167687,179,0
17969H84EX,54,F,436296,319,0
17969W31GB,64,F,485619,366,1
17971L66JD,51,M,680806,618,1
17978N06TF,62,M,671620,238,1
17979W85MM,60,F,369736,304,0
17980I84GB,47,F,718693,192,0
17981F81RB,38,M,382715,408,0
17986B60BY,32,F,258203,344,0
17989V91LC,65,F,432541,425,0
17992O98AV,51,M,220989,225,1
17994O28CG,57,F,513795,431,1
17997D10YP,32,F,225696,229,0
18001D34VP,36,M,659992,57,0
18005W38CO,47,M,179262,481,0
18006H35LK,46,M,258594,303,0
18013A65OD,50,M,131188,281,0
18015D09GO,33,M,117156,265,0
18016Y12CE,62,F,401349,183,0
18017F38NP,26,F,284581,206,0
18019V86VF,31,M,204839,295,0
18020I21OW,25,F,217088,281,0
18024T50YX,61,F,210752,176,1
18032D66MP,40,M,147833,303,0
18032Q80KL,30,M,166361,428,1
18033Y19PX,48,M,368639,361,1
18034E18UN,62,M,514163,374,0
18035A10JN,33,M,122142,264,0
18037G11WJ,53,F,452832,323,1
18037U92HW,48,M,283156,140,1
18039T83LT,48,M,173347,32,0
18041U41DZ,60,M,777532,264,0
18042P64BU,54,F,400917,960,0
18043U04DT,64,M,259226,35,0
18048B99BG,65,F,232005,434,1
18053S51VP,40,M,102645,69,0
18053X23UN,44,M,267026,407,1
18059J16LW,44,F,273485,793,1
18065R36ZK,41,F,783072,802,1
18067L00AT,29,F,427035,477,0
18069F62WI,49,F,678600,96,0
18070T01VF,65,F,376163,488,1
18071X55QC,53,M,242755,818,1
18074V82MM,46,M,305367,215,0
18076B64XI,65,F,320459,428,1
18076H93PC,26,M,186276,638,1
18081I14BE,48,M,125597,421,0
18082U45WZ,27,M,181224,570,0
18084A84BE,59,F,275739,500,1
18084G69IJ,55,M,186641,782,1
18084M23RJ,48,F,412181,357,0
18087T90FF,47,M,407804,500,1
18089K46CW,46,M,421504,379,0
18090T20YC,31,M,275116,249,0
18091N68VF,35,M,247371,39,0
18097N46YL,34,F,381128,496,0
18102D94ZO,36,M,504333,399,1
18105X98TZ,60,F,126083,235,0
18116I36QN,62,F,241653,247,1
18119K72UH,50,M,455374,263,0
18123X38QB,36,M,235228,483,1
18127C31PS,29,M,136342,406,0
18127J60JD,36,M,415741,249,1
18129L72UL,63,M,592970,719,1
18130P99MV,46,F,473957,462,1
18131Q04JU,42,M,176529,218,0
18136U67PP,29,M,256722,467,1
18143D09XN,51,F,187475,283,0
18144D49VR,42,M,159387,347,0
18147G94CA,54,F,485659,744,1
18148R43YT,33,F,169357,301,0
18152R01NO,32,M,267871,489,1
18154O21RC,57,M,223030,501,1
18154P69PG,57,M,713299,539,1
18156M15BU,65,F,92115,248,0
18157G45DI,53,M,488148,295,0
18158K64RF,64,F,243600,592,1
18158S83WK,26,M,252772,329,1
18159G76XW,27,F,311160,6,1
18159M63PO,48,F,453424,588,1
18162G49BD,49,F,434128,9,0
18166S85SB,64,F,471899,211,0
18167T46AC,37,M,450942,487,1
18170N60PB,36,F,705131,349,1
18170X41VD,64,F,247165,16,1
18171D11ZQ,29,F,485528,192,0
18180Z18CV,38,M,287162,212,0
18181S61PK,47,M,374229,315,0
18183T03YV,25,F,495091,221,0
18187H84UB,30,F,189197,382,1
18187V09NF,44,M,104915,422,0
18189C24ZE,40,M,490015,233,0
18191M19JW,64,M,264045,384,0
18191Y83CG,52,F,406283,617,1
18193B67CL,59,M,595705,347,1
18193T51XT,65,M,511643,206,1
18195I47BQ,31,F,438811,77,0
18200A97PF,47,M,698104,703,1
18200U28ZF,49,M,712592,224,1
18201G34VI,43,F,465597,401,1
18206R69VM,40,M,499998,358,1
18208U70HM,26,M,264948,364,0
18210R82DQ,31,F,427492,98,1
18213X66DA,41,F,579763,452,1
18214D84EP,27,F,354676,333,1
18222E60MP,42,M,642104,137,0
18222K69GI,26,F,271136,414,0
18226J83AO,47,F,283941,217,0
18226K66IL,53,M,207647,257,0
18227K62XI,58,M,395363,834,1
18230B32ZC,59,F,270429,502,0
18230P66YT,51,M,547045,441,1
18231U63LH,64,F,233507,124,1
18233Z11CS,62,M,321010,437,1
18234G98FF,45,M,526811,289,1
18235F48SP,48,M,529352,772,1
18239F06DX,31,F,420363,242,0
18240J35NU,40,M,648213,60,1
18241H78TR,52,M,669775,239,1
18243N50JL,29,F,329568,490,0
18246H49MK,62,M,781739,679,1
18250C35GT,26,F,374021,380,1
18250G60DN,38,F,336979,763,1
18255B66OC,64,M,676166,187,1
18257Q10RE,56,M,343002,395,1
18258H94XT,29,M,251257,202,1
18260K45NC,61,M,422460,409,1
18262W19XH,32,F,354045,444,1
18264W45XW,56,F,518611,50,0
18276A93WP,43,M,520365,467,1
18277H25XS,61,M,113933,238,0
18279G64FQ,51,M,206113,56,0
18284U36QB,40,M,248849,381,1
18284U94VC,53,F,428171,168,1
18287P30OT,55,M,621575,321,1
18294X55KJ,36,M,388269,230,1
18298P09OS,31,F,333501,495,0
18299X33ZK,50,M,156486,376,1
18300B91VD,60,M,749675,318,1
18302N61QO,27,F,222480,493,1
18304N56KX,44,M,361591,359,0
18312Q24GE,28,F,447098,497,0
18313W32IC,48,M,382337,316,1
18315M90MZ,65,M,466519,146,1
18318K32HB,41,M,285651,257,1
18318X64YS,45,M,159712,420,1
18319A22AK,59,F,199291,452,1
18323R44YI,44,F,762208,337,1
18323Z95TD,46,M,134290,282,0
18325Y71MC,52,F,270016,151,0
18327M11PL,26,M,292785,240,1
18327P65WL,50,M,573336,493,0
18328A75NH,49,M,467344,438,1
18329D68CK,65,M,344095,364,1
18329J15EK,35,F,140843,475,0
18335P50UV,33,F,408461,491,1
18340O45HN,45,M,152341,436,1
18343P18TI,26,F,344381,193,1
18358Q43NH,51,M,430647,988,1
18358V39BJ,45,F,428640,108,0
18359R90UI,60,F,448312,158,0
18361C81XM,39,F,312352,442,1
18367X82XP,38,M,610397,749,1
18367Z39LQ,33,M,139979,232,0
18369R90YS,42,M,164317,455,1
18371P78LX,55,F,463077,435,0
18375X60SH,33,F,478181,431,1
18377F08GB,30,M,221494,408,1
18379L41RI,60,F,88288,472,0
18380O48FP,36,M,451557,233,0
18381U38GT,48,F,476179,122,0
18382G34ON,37,M,452744,340,1
18387O65VN,27,M,225781,217,0
18389X36FN,58,F,515059,207,0
18392F49FY,41,M,572056,25,0
18393N74FG,51,M,778935,313,0
18395N84NH,55,M,671636,223,0
18404B79EZ,25,F,323549,258,1
18408Z93RA,34,F,393115,295,1
18410A60AO,33,M,237327,256,0
18412Z71KN,25,M,269819,231,1
18413F90CM,46,F,765536,772,1
18428I67NW,54,M,491439,339,0
18429W50ID,30,M,280260,139,1
18430L26JO,32,M,139762,277,0
18433W25CX,53,M,383717,242,0
18438A12VJ,65,F,117408,140,0
18439B39IO,27,M,170363,2,0
18446Y91OW,58,M,254265,155,0
18448G44RD,63,M,524302,988,1
18454N28IN,32,M,246799,233,0
18456J88OS,60,M,615801,339,0
18461G55HK,27,F,400750,207,0
18470F93PP,37,M,314958,392,1
18472B34ZH,57,M,232891,277,1
18475Z90EL,39,M,330157,444,1
18476A03YG,43,M,165107,232,1
18478A81GW,65,F,464195,13,0
18478Z95JN,41,F,414640,326,1
18479N53SF,63,F,272333,204,0
18479Q85MP,56,M,528756,209,1
18480D70GB,53,M,554562,326,1
18483M21BO,63,F,515875,93,1
18485B97PI,64,F,336709,712,1
18486X73PE,26,F,289336,410,1
18489M34CV,46,F,641925,210,0
18490I42XV,47,M,479518,427,1
18490O29KQ,55,M,427211,430,1
18494K16VH,43,F,781792,408,0
18494W31DH,39,F,698339,838,1
18495D66WK,59,F,401813,26,0
18501H38CH,29,M,226953,274,0
18503K83RD,30,F,167091,342,1
18505S09CF,29,M,144438,316,0
18508G10NK,42,M,177361,278,1
18508R68PD,62,M,191015,234,0
18509F06AI,63,F,150685,248,0
18511C99QQ,37,M,457234,271,1
18515T89LT,34,M,239673,138,0
18517U45RA,35,M,186637,454,1
18518Q50XR,62,F,385781,302,1
18529P63NX,56,F,315099,464,1
18529X29SO,52,M,405843,667,1
18535A56BH,54,F,396587,244,0
18536I05VM,38,F,330709,288,1
18542Y69BS,61,F,525632,88,0
18545Q74QA,26,F,454562,472,1
18546T55CQ,50,F,430043,492,0
18551A62FT,33,M,287365,912,1
18551J69UF,28,M,131146,300,0
18555I39DU,28,F,437412,384,1
18556A46SH,34,F,190587,338,1
18556I74DM,28,M,255317,685,1
18556W12YB,34,M,281035,28,1
18557T45ZJ,51,M,426440,483,1
18560D72QH,39,F,303123,417,1
18562P78JA,63,M,486335,140,1
18564Z60OX,42,M,191348,462,1
18569G37JN,35,F,481011,396,1
18570T17EO,50,M,646197,61,0
18571D85BW,31,F,168813,254,1
18574M19YI,58,F,267371,258,1
18581D54OR,52,M,135120,422,0
18585D30GK,65,M,669145,379,1
18587J17RN,57,M,348375,442,1
18587K58GN,39,M,198070,262,1
18590Y71ND,55,F,178411,549,1
18595C53KG,53,F,179717,485,1
18596U55MW,50,M,108823,124,0
18597H60JA,64,F,309523,83,0
18599T20LU,35,F,313284,280,0
18599U02HB,50,M,684531,936,0
18599X00KD,49,M,519584,398,1
18604D13KR,57,F,468619,139,1
18604E22CT,60,M,759414,931,1
18611D23EI,58,M,395701,250,0
18612Z07PJ,65,F,295051,217,0
18624C85US,38,M,445694,214,1
18627N81LG,35,F,437356,493,0
18629T17NN,31,M,286497,1013,0
18630I28CT,33,F,490856,439,0
18630O13DE,37,M,356149,405,1
18631I35AP,51,F,275771,231,1
18632N35TF,57,F,191859,485,1
18633B46QL,51,M,168124,326,1
18637G48RG,33,M,160459,676,1
18637O09JW,58,M,533204,142,0
18637Z40IF,36,F,317251,581,1
18638H63FP,50,M,549800,920,1
18640N31CV,34,F,416880,362,0
18644P01XZ,35,F,157099,412,1
18645X01TV,35,F,210859,317,1
18646H83WP,39,F,766989,491,0
18647O69VY,46,M,155108,465,1
18648Q08QQ,29,M,281407,166,0
18649L27BE,62,M,418438,348,1
18650A35JX,39,M,232882,471,1
18651R68YA,47,M,271268,500,1
18653A25ZJ,49,M,191376,265,0
18653G52JI,50,M,235917,203,0
18653J44ZB,52,F,216243,86,0
18657P36YZ,33,F,418424,195,0
18660Q23KE,52,F,239208,487,1
18661U09QI,49,M,235764,74,0
18661U99WZ,42,M,445323,465,1
18662T21EV,57,F,352571,828,1
18666P34ML,36,M,787893,649,1
18669I60TN,30,M,195156,319,1
18669Q73IO,25,M,289368,580,1
18683N99SG,42,M,642941,250,0
18687D44RD,28,F,195901,246,1
18693V44QD,60,F,460328,111,1
18700J59IX,63,F,512059,177,1
18702A71DR,29,F,487011,405,1
18705J16QK,63,M,413980,41,0
18706A71UB,60,F,486224,116,0
18707O88IF,65,M,681254,251,0
18708Q80TK,43,M,182665,327,1
18708Z77ZM,62,M,462505,411,1
18710Z34BU,61,M,99378,69,0
18711F50NI,30,F,161363,251,1
18711W82CC,38,M,406201,483,1
18712V34QF,61,F,436064,841,1
18712W57XO,32,F,326222,220,1
18714S30YX,59,F,254485,880,1
18717H88OY,29,F,364867,383,1
18719I40WM,25,M,113936,405,1
18730F49FL,39,M,381533,205,0
18731B31OH,43,M,660141,975,1
18734W63BK,41,M,799176,137,1
18738Q07TA,50,M,483382,210,0
18739V05IH,35,F,345477,255,1
18740F22RM,65,M,178768,618,1
18741X16XX,29,F,209341,342,1
18745M10BX,61,F,430763,556,1
18747H42RK,28,F,385899,499,1
18748B04HG,48,M,115775,372,1
18753R68EW,39,M,409599,168,0
18756Y96GA,52,M,479463,302,1
18760J85FM,50,F,292373,418,1
18761D22AL,46,F,436000,438,1
18761K19EX,57,F,200395,455,1
18764B59OD,41,M,364751,464,1
18765L85MB,39,M,285817,149,1
18768F77FH,42,M,590315,499,1
18768S13JP,46,M,681467,506,1
18769B01FS,49,M,355466,462,1
18769O79DE,36,F,320829,405,1
18773F93JQ,27,F,374325,280,0
18778P11UV,46,F,621456,224,1
18783U67QA,42,M,332806,284,0
18785J28IL,37,M,104209,476,1
18786B38PQ,28,M,280160,249,1
18788N39QL,52,F,222813,955,1
18788N95SX,59,M,266113,68,0
18789D71WG,51,M,601427,134,0
18789Z81RH,33,M,238160,47,1
18794U88CC,52,F,98936,471,1
18799E06MX,30,F,419547,485,1
18799H94IG,37,M,398352,421,1
18799J18HD,36,F,305085,279,0
18800A76NE,37,M,564579,58,1
18802O92MH,31,M,257656,495,1
18805M53GQ,31,M,180111,396,1
18809V99ZD,63,F,339528,528,1
18813O76ZZ,44,F,461059,460,1
18820N44MF,64,F,468221,201,0
18820Q84LG,25,M,239286,27,0
18825B93OX,49,M,373203,376,1
18828J49DL,46,M,725077,484,1
18830E10EL,37,M,705168,667,1
18833A33OI,38,M,399262,341,0
18833L43VL,59,M,342028,234,0
18836D76YZ,55,F,285715,281,1
18836X51OO,55,M,85187,164,0
18841R54AY,29,M,271096,301,1
18850O91XX,38,M,101556,371,1
18853J54VI,33,F,331391,287,0
18855S05XF,55,M,357233,663,1
18862F98AZ,65,F,485059,133,1
18862J83AV,31,F,352633,442,0
18871O42WK,62,M,717507,297,0
18871U68KP,64,M,273230,89,0
18872F14HG,46,M,249815,403,1
18882Y33QP,44,F,550643,868,1
18883F40MS,32,M,228049,565,0
18885Z97QM,29,F,494720,397,0
18886W68SV,55,M,177841,220,0
18889M13SM,33,F,451411,339,0
18890I70YB,42,M,190053,121,0
18893R97LC,65,F,403267,133,0
18897W22DW,56,F,102912,661,0
18898D80TV,41,F,471061,643,1
18900T25XY,58,M,147361,129,0
18901K53US,25,M,289484,209,1
18902B41OG,31,F,177883,249,1
18903Q75FY,39,F,694528,671,1
18904J03XQ,33,M,253584,249,1
18906U69JS,41,F,284213,227,0
18913F58KY,27,F,418513,432,1
18915J39AE,29,F,311611,404,1
18920I60CB,35,M,223628,1004,1
18921G92WH,52,F,198696,184,1
18928H68ZP,58,F,527392,310,0
18936Z77RK,54,F,87733,735,0
18937L34NU,57,F,266261,330,0
18940Y66OS,40,M,670635,307,0
18941E78LP,55,F,526368,341,1
18942C07GJ,40,F,266683,296,0
18943A73CI,44,M,448106,298,1
18943E47XI,31,M,145770,206,1
18949G59KR,45,F,448869,235,0
18949V52VE,44,M,671491,238,1
18955I57YF,42,M,217630,373,1
18960R64FJ,51,F,278547,243,0
18962F61DC,41,M,132321,488,1
18962M53MX,57,M,221866,423,1
18964I59PX,42,F,360720,708,1
18964I86JW,53,M,718704,260,0
18965I95NZ,31,F,400968,303,0
18966L70OE,45,F,497160,430,1
18967W62TB,58,F,273053,251,0
18970H12HL,62,M,486222,268,0
18975J08LA,31,M,247838,410,1
18976N26DK,26,F,233853,294,1
18977J07JF,55,F,516909,746,1
18978I14ZT,49,F,579485,132,0
18982R19RJ,26,F,320499,228,0
18986I95CE,50,M,125827,431,1
18991Z01ML,51,F,221773,241,0
18995U64NS,39,M,146318,5,1
18996D63NY,28,M,235992,223,0
18999A97NK,27,M,272367,112,0
19001S36SH,43,M,304501,404,1
19002E40LF,25,F,407661,475,1
19002Q05BP,38,M,155072,217,0
19005B57PJ,34,F,303547,318,0
19005X37ZC,30,M,169608,266,1
19008L99FA,28,M,181917,204,1
19008Q94EM,56,M,391238,114,1
19016X08GW,49,M,321023,248,1
19022P16QF,50,M,452504,260,1
19023R81HY,52,M,148730,306,0
19024U15NO,44,M,137941,451,0
19024W99LR,34,M,181371,452,1
19029D66AC,38,M,480257,351,1
19029V27JC,28,M,216342,53,1
19030I54SJ,30,F,439105,203,1
19037S72JS,28,F,350906,295,0
19042X23UX,25,M,159340,186,0
19043P38GP,29,M,169918,484,1
19045E60RF,30,F,385619,223,1
19049N83HM,27,M,109009,59,0
19052H23HA,39,M,223177,128,1
19056H52OV,49,F,763707,245,0
19063A99PX,30,M,203880,224,1
19063C08RW,27,F,270736,496,1
19065A80SQ,65,M,552021,94,0
19072B90TN,63,M,84880,271,0
19072M71DU,28,F,422205,489,1
19073A68PD,51,F,521683,905,1
19073S80UJ,36,F,780555,455,1
19082L18ZG,25,F,390371,329,0
19087C12VB,47,F,298283,744,1
19087X33DY,53,F,221568,471,1
19088Z56UQ,26,F,306864,443,1
19090J47SO,52,F,265173,431,1
19090K03FH,56,M,132776,697,1
19092K96BJ,36,F,291683,306,0
19098D13XE,56,F,112363,781,0
19098E66OV,34,M,225730,251,0
19103Z78ZZ,61,F,218040,922,0
19117E41YU,39,M,471743,251,0
19125R13DN,53,M,634567,127,1
19132E28VF,27,F,387064,320,1
19132V10JY,31,M,154433,466,0
19133W16PC,57,F,454877,287,1
19134D91XV,39,M,449498,89,0
19134M10LN,43,M,245658,213,0
19134V56GC,54,M,349312,476,1
19137X58RY,37,F,364128,419,0
19140F06JX,62,M,497704,192,1
19140X06HP,29,M,244269,827,1
19147V25FT,26,M,128919,186,0
19149D82TU,27,M,207765,296,1
19150Q07RK,25,M,191257,458,1
19150S21LY,56,M,581313,260,0
19152W14OF,50,F,711011,429,1
19155W15YM,48,M,194551,323,1
19157C43AS,25,F,407773,286,0
19157T22ZY,59,M,536924,415,1
19161K27UK,61,F,201637,331,0
19161N77JF,46,F,407667,409,0
19163P14HS,48,M,331870,393,1
19166X04EK,45,M,447293,240,0
19166Z31FC,39,M,129013,499,1
19167D37KF,55,M,343987,242,0
19167Y53CD,50,M,229779,357,0
19169U42TG,40,M,345592,315,1
19172J41RK,57,M,746958,315,1
19180F73LF,46,F,415227,213,1
19180H39UO,50,M,567877,375,1
19184L94WK,27,F,433448,281,1
19184Y73QP,52,M,149583,255,0
19187S31PA,34,F,400591,486,1
19188X89FM,25,M,229623,957,1
19190B93OY,49,M,419071,367,0
19191S20YO,26,M,227254,249,0
19192Z28GO,33,F,279379,224,1
19195E90RP,29,F,143747,329,0
19199A17QM,58,F,336163,285,0
19200K01MI,52,M,749030,325,0
19201G94JF,62,F,203165,620,1
19202F65OY,37,M,366108,394,1
19202X55VO,60,M,181496,408,1
19204F26OF,62,F,146339,71,0
19209N13FF,56,M,714255,121,0
19211Y43IR,34,M,140883,251,0
19216S57XM,25,M,236119,249,1
19218N65KM,31,F,404200,471,1
19223V05NG,65,F,500392,513,1
19228E69HB,40,F,676635,690,1
19228M82WC,29,F,482152,437,1
19231C24WW,43,M,429511,291,0
19233I16RE,59,F,152328,311,0
19239S68MG,52,F,436323,838,1
19240F59PC,34,F,447124,292,1
19242C20SS,61,F,400736,932,1
19243H20WI,33,F,454117,363,1
19244E92FU,34,M,266216,589,1
19245Z87OY,62,F,466800,487,0
19249F22EG,43,M,493654,440,1
19252T53KS,36,M,598051,624,1
19254P53FV,49,M,303924,466,1
19257B69IW,31,F,447283,409,1
19258O19WQ,37,M,226387,379,0
19267N08VE,36,F,453811,541,1
19269G53DV,47,M,411126,259,1
19270R92GJ,30,M,291751,487,1
19271B31FG,35,M,204685,225,1
19273I90XT,48,F,484272,266,0
19273P48EU,45,M,106692,449,0
19276S75IR,29,M,232226,812,1
19276X60GP,37,M,317833,349,1
19277J98SZ,64,F,391272,872,1
19278N89WN,50,M,325286,421,1
19284E70CQ,61,M,71987,366,0
19287P35UQ,38,M,184653,269,0
19288W73SU,48,F,697416,300,0
19290K83QN,37,M,190695,469,1
19292V44BO,60,F,291448,288,0
19299P10UT,53,M,215399,614,1
19302A68RZ,45,M,446599,226,1
19306U12BC,63,F,107387,976,1
19306Z88JF,33,M,240534,284,0
19308V87CE,50,F,367837,514,1
19310C52FP,46,M,299728,446,1
19315P20NC,36,F,729235,931,1
19316V33JR,65,M,295604,244,1
19317C43GX,42,F,282547,481,1
19317V99ZF,32,F,198467,212,0
19320K40AQ,30,M,138226,276,0
19322A40AL,38,M,134308,222,0
19323E31UJ,49,M,117027,283,0
19324A59FS,34,M,278086,256,0
19325L96HU,42,F,278400,899,1
19327P94UU,57,F,273435,360,0
19329V07AQ,51,M,369421,448,1
19333M38XD,47,M,724931,210,1
19336G12EE,36,F,319997,413,1
19336L71RD,32,M,163573,773,1
19336W76XJ,55,M,517131,389,1
19338M00FI,50,M,477233,297,0
19339I81VX,65,M,551534,313,1
19340V11VX,43,M,788880,370,1
19341G23QI,49,M,435644,381,1
19343M67FA,29,F,189728,479,1
19343X13XX,51,F,504264,132,1
19349Z15GI,27,M,257985,477,1
19358X76MZ,56,M,366276,348,1
19360M07ZE,54,F,129251,366,1
19366Y81WC,47,F,438699,362,1
19367E51FA,45,M,499443,455,1
19368Z02FG,46,M,279192,259,1
19371E59NS,28,F,417269,244,1
19371Q20PC,27,F,492720,461,1
19372A83EB,46,F,344216,240,0
19372F54DR,36,F,420928,424,1
19374G96XG,56,F,320184,254,0
19376H72IE,28,M,132021,391,0
19381P43MV,26,M,169817,254,1
19383U57DV,34,M,263445,541,0
19385K40CB,40,M,229040,364,1
19389Q26LH,43,M,165722,456,1
19394T62VW,41,F,699216,69,0
19400P47XU,31,F,370157,454,1
19400U30QR,25,F,433222,311,0
19402G58BQ,54,M,740487,268,0
19402M23OI,45,M,449100,437,1
19402Q33SZ,43,F,282747,19,0
19404J03FA,44,M,338293,189,0
19404N54EC,39,F,355813,561,1
19405I67KH,49,F,645229,354,1
19407V79TM,46,F,326192,524,1
19415Z99NW,60,F,88544,370,0
19418U19MU,42,M,412632,318,0
19420J83AO,28,F,208805,380,1
19422W52GG,35,M,134996,481,1
19423J91BB,29,F,280960,429,1
19423X33WE,55,M,288500,161,0
19424C79US,59,F,481115,378,1
19432R10ML,55,F,494880,86,0
19435Q92BA,53,F,501269,114,0
19438P14LZ,52,M,90109,315,0
19438V43FU,37,M,334035,461,1
19439C25OY,42,M,170599,10,0
19440U65PC,56,F,311773,96,1
19441B43CB,42,M,469764,373,0
19445V76YE,43,F,591315,270,1
19456F61NA,55,M,761270,818,1
19458Y90NO,25,F,428081,426,1
19461S17YW,60,M,203911,383,1
19462O58GS,47,M,421853,311,1
19464Q48WF,41,M,220684,376,1
19470E67SY,45,F,308005,385,1
19471V41AX,51,F,448144,221,1
19471Y81SB,47,M,435232,241,1
19473I97DB,59,M,689464,163,1
19473Y55KP,32,M,182053,635,1
19479O64DZ,51,F,309725,111,0
19485R22YN,47,M,107756,207,0
19485S96AZ,55,F,515237,388,1
19490Y12KF,63,M,591268,476,1
19491Y27WA,64,F,345736,379,1
19492H52NE,41,M,261544,472,1
19495J50MY,58,F,494085,253,0
19496S40PT,64,M,660932,458,1
19498E19PA,28,M,217125,80,0
19498V89SJ,35,M,259395,923,1
19502W98RV,48,M,214398,304,0
19508L83DO,65,M,337836,253,0
19512L27SO,50,M,265775,487,1
19517N92GX,32,M,257440,274,1
19521W44CU,31,M,252372,696,0
19523E42JF,61,F,102789,156,0
19525C56AQ,36,F,709197,143,0
19525C95DW,28,F,443606,400,1
19526F96SH,42,F,313333,482,1
19526Y85PH,46,F,656368,280,0
19527M41NR,33,F,394402,113,0
19529P00LH,64,F,473549,455,0
19530Z13ZZ,27,F,393872,316,1
19534E46EH,54,M,756854,333,1
19535D64PR,63,M,265147,114,0
19537C14WT,32,M,213779,763,1
19537P37MH,36,M,106528,427,0
19540M37CG,59,M,88145,436,0
19547I98FN,45,M,151308,81,0
19549Q39OC,60,M,377529,206,1
19550U00SN,63,F,184896,59,0
19557Q10SE,60,M,409100,302,0
19559D00GO,59,F,228525,899,1
19560L93WB,55,M,741746,494,1
19563Z75PO,58,M,146149,402,0
19570Y72IN,43,M,355404,459,0
19572B75QE,34,M,125608,209,0
19574R09MT,52,M,777598,30,0
19576F55IZ,37,M,289748,237,0
19578B67FX,26,F,440829,77,1
19578U88XU,28,M,168241,20,1
19580V84VI,49,M,159668,318,1
19582R69CJ,43,M,434654,316,0
19591B51VJ,47,M,169158,391,1
19595Y46XP,29,F,343525,222,1
19596C21SK,57,M,238756,593,1
19601X68GN,33,F,481808,289,0
19603X55QN,52,M,760996,346,1
19605U56FS,50,M,764952,102,1
19613R26SB,42,F,746909,319,1
19619D37LJ,29,M,222642,298,1
19620E83NS,60,M,463780,866,1
19621E41JY,41,M,210491,244,0
19623E45YM,53,F,104848,465,0
19629Q50DK,59,F,397323,447,0
19630F22IA,46,M,191860,33,0
19635B49AA,26,F,139432,219,0
19636M90DH,37,M,536915,877,1
19638A53MA,56,M,206157,232,0
19640A06ZY,58,F,436328,893,1
19644K51OK,30,M,252388,286,0
19649X27TW,60,F,131909,524,0
19651R56MJ,49,M,337333,424,1
19652N98BN,55,F,298112,162,0
19652U63GC,59,M,209865,345,0
19652W67RK,50,F,312701,440,0
19652W93IH,35,M,221881,542,1
19654J68AP,56,M,628654,65,1
19658Z96KV,57,F,225264,205,0
19664Y02AZ,64,F,177109,973,1
19666I54KS,35,M,235950,418,1
19670L56VO,46,M,302622,320,1
19673N74QS,31,M,259943,203,1
19674G62BO,34,M,121293,966,0
19675F63ZS,44,M,140216,361,1
19677P60WH,29,M,279783,464,1
19679H71KI,39,M,630349,909,1
19679X17ME,31,M,135883,112,0
19682W22OT,46,F,665749,485,1
19683A67ZI,50,F,483544,330,1
19686G39KP,57,F,416752,250,1
19689W70OT,40,M,196263,305,0
19694U42GG,36,M,749875,469,1
19705B24QJ,44,F,534832,484,1
19705M48DN,30,M,218062,216,0
19707L68ZR,37,M,537245,50,1
19707O46AA,39,F,742643,404,1
19707W13DU,33,M,283842,479,1
19710V28OR,53,M,143063,537,1
19719J65FW,28,M,292829,448,0
19719S67IU,62,M,434527,649,0
19719V44AT,37,M,476433,48,1
19731F11VU,30,F,383957,215,0
19732F79CW,31,M,256709,260,1
19733U91WA,38,F,458224,205,1
19734E62PW,42,F,294624,310,0
19740J06LS,29,F,329029,306,0
19746Q40WO,37,M,453666,326,0
19747H52QU,54,M,93235,396,0
19747M75KQ,56,M,243377,994,1
19749R58GU,34,M,148130,236,0
19761U04XS,55,M,211675,105,0
19764O47FO,29,M,122775,500,0
19772I44ED,29,M,121865,203,0
19780A71BC,36,M,580261,824,1
19784T65LG,37,F,598101,137,0
19787V72UR,45,M,262177,324,1
19788R82ES,47,F,309419,276,0
19789L28WA,60,F,256872,467,0
19798U45UH,27,M,143111,409,1
19801Q43QE,65,M,233662,242,0
19802F10DH,45,F,476816,341,0
19807A24EY,45,F,481328,362,1
19807D93II,49,M,310485,409,1
19810Z31FK,52,F,473653,316,0
19819C55UB,52,F,372251,229,1
19823L14UH,64,F,386640,319,0
19833H34QR,55,F,270544,322,0
19834K11IF,62,F,188107,449,1
19840A25NA,42,M,304068,159,1
19841Z17TK,38,F,366027,496,1
19851T96VQ,25,F,396242,213,1
19852I09JL,28,M,168155,381,1
19853L74AA,37,F,388635,296,0
19854K36EW,58,F,109368,326,0
19854P95NZ,60,M,287731,468,1
19858J80HT,45,M,518941,2,1
19860X19JK,49,M,474969,202,1
19861X65WG,43,M,273325,163,0
19875O06AN,42,F,308184,490,1
19878I21PX,50,F,366283,888,1
19882D75KM,58,M,449367,231,1
19888V07BJ,48,M,430952,364,1
19892W08TG,28,M,249073,236,1
19899K76LP,50,M,790504,253,0
19900A46HV,56,F,420307,553,0
19904N06AB,33,M,168758,734,1
19907Q18YM,54,M,267000,321,1
19908E23UJ,42,M,767472,254,0
19908J67KF,45,F,467507,41,0
19914M23CH,41,M,508883,349,0
19915B60EC,36,F,519173,450,1
