ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
42836S82OG,40,M,1827813,2018-06-09
16357G88XT,57,M,1265886,2018-04-23
42550J91RF,35,M,745964,2018-02-02
38810J62WB,41,F,1514497,2018-10-27
94930R08YZ,35,F,1154587,2018-03-02
00709G16AM,38,F,812649,2018-12-17
89508X09DV,59,F,1805104,2019-05-10
97708N63DQ,47,F,1448335,2018-08-08
28183G48AI,37,F,1363883,2018-08-31
78025K44NH,54,M,1622854,2018-04-20
96324X29IK,25,F,805153,2018-07-19
30655F50ZG,47,M,1041118,2019-06-12
53801B76WM,52,M,392174,2018-10-04
42959S63QT,44,M,1298425,2018-06-08
90368Q43OK,32,F,730786,2018-02-27
35905K31ER,33,F,736636,2017-08-08
32417C07GQ,45,M,980393,2018-12-24
72919E88IL,57,F,865860,2019-03-02
18494C42IQ,55,M,348205,2018-10-16
30125N57YQ,57,M,1109232,2018-09-14
87139S19VL,34,M,1392082,2018-09-13
78088I44NA,56,M,848412,2019-02-24
28314S78RA,39,F,1277045,2017-04-05
30957A46TL,63,M,1864602,2016-11-02
42573W64GU,46,F,839848,2018-02-18
47914I44KR,39,M,1624914,2018-09-22
37465B05DJ,45,M,979951,2017-12-16
08058V74RS,47,M,828677,2018-09-12
32042M54DZ,53,M,892279,2018-04-21
21642D14UY,50,F,1568936,2018-03-13
65462X17NP,36,M,1447518,2018-07-27
25592C32AC,33,M,1419774,2018-05-07
66413D89KG,55,M,1619131,2018-06-10
72286V09UO,35,M,845205,2019-01-05
20699H95AB,49,F,1299827,2018-07-13
40797F76XC,26,M,1329848,2019-02-03
55846R35MT,27,F,535515,2017-06-28
62451T34CZ,65,F,1750947,2019-04-14
90068N54BY,28,F,581742,2018-06-09
31735V51LN,28,F,920070,2016-11-01
24496Q20UL,50,M,1360286,2018-08-23
77511Z11DN,61,F,371643,2018-07-13
57793L33KI,37,M,1913362,2019-06-28
08290L70WS,40,F,1437219,2016-11-13
56759F80AU,54,M,1818374,2018-12-21
35772E70GL,63,M,357581,2019-05-23
98316G12PU,36,F,1182342,2018-12-10
18452D61FK,51,F,640380,2018-05-23
97692S03UI,61,M,870525,2019-04-19
76991C71XN,64,F,1173567,2017-03-08
17086Q67MF,40,F,1018765,2018-08-23
44878Z15ZB,57,M,1757135,2019-02-14
93115T90RZ,39,M,964649,2018-09-18
26431D66JU,32,F,792185,2018-10-17
20269P45YF,62,F,1311791,2019-04-18
03120U16DF,60,M,1598095,2018-07-31
41398M32KT,59,M,1477159,2018-10-08
35184K62FZ,26,F,773350,2019-04-23
86582Y35UB,28,F,640085,2019-01-07
43418J24LB,31,F,1177618,2019-05-28
06634H68IR,39,M,1748451,2019-03-16
91513K81IW,34,F,596388,2018-12-01
44015L54UJ,30,F,532099,2018-10-25
20286E89IU,35,F,743400,2018-12-23
56573N41AQ,36,M,1560824,2019-05-01
51015X81WO,40,M,927665,2018-11-11
44216T93GY,45,M,1420792,2018-04-19
88694N58VC,29,M,1351218,2018-05-11
58324U84OJ,42,M,1505251,2018-11-06
02970O36RQ,50,M,1097403,2018-07-01
18796J97HC,38,F,1507563,2019-05-31
91631B35SV,51,F,1073339,2018-06-08
19529X87OX,59,F,1033622,2018-02-24
53669F71ZC,52,M,1243317,2018-07-15
78567H89VY,56,M,1167288,2018-10-01
93792J81IN,31,M,609304,2019-03-25
45550L34EL,46,M,1216997,2017-01-14
28409X87BK,44,F,1446789,2018-06-03
15442T42YP,27,F,678530,2017-06-23
29162B61LH,54,M,542420,2019-03-24
85938U09RI,48,M,1346112,2017-05-14
47664S80DC,62,F,1677376,2018-08-01
66032D40VK,37,F,1172143,2019-06-17
70034Q58CQ,59,M,1268997,2017-01-08
95786Z91CN,45,F,1289740,2018-02-16
06717J24QC,45,M,1365553,2018-11-26
42812A75EJ,59,F,658059,2019-06-19
91349F86FI,53,M,800958,2018-06-27
34213R21PG,34,M,1239392,2018-04-14
83323K41QY,49,F,1058276,2017-12-22
65824H44TQ,28,M,660691,2019-06-09
83467I57UU,32,F,519086,2018-05-27
29878E88JL,26,M,686721,2017-02-13
92760P46RY,62,F,945281,2019-04-13
00018C64UH,31,M,1493811,2018-05-29
51452G33FY,51,M,1878359,2018-06-03
93729D55OV,37,M,1745590,2019-04-23
68542D89UM,64,F,317495,2019-01-28
45423G35WS,33,M,1295027,2016-11-05
59221J86TE,26,F,718815,2018-04-12
96845S83JH,46,F,1332688,2018-03-15
26285D06OZ,47,M,1485298,2019-02-27
94733Y35NF,53,M,848255,2018-09-04
23320K91UR,62,M,873452,2019-02-03
57609O15VI,64,F,898509,2019-05-14
26111L55VR,54,F,1420180,2019-05-11
67856A12DN,36,M,1231161,2018-02-23
63000D79JB,59,M,1928967,2018-03-26
13161N46JY,34,F,783559,2016-09-25
25101H16WW,59,F,1714833,2018-07-29
03605V88XD,62,M,1860980,2018-03-18
30802K12PK,47,M,1780215,2018-08-25
72947B64TB,57,M,1659496,2017-10-09
31150G71RE,44,M,958545,2018-04-25
72523T05LU,48,F,1096761,2018-03-08
60709Q23PF,40,M,1299770,2018-06-15
12115G66IE,56,F,1619414,2017-05-20
87662Z61YK,45,F,852892,2019-01-14
68042K26RP,25,F,922357,2018-05-15
98044F30YB,45,F,1078548,2017-01-20
55928Q92TO,55,F,346538,2018-06-15
28871X19AC,39,M,885292,2019-04-22
29264C76PV,46,F,1311436,2018-08-25
66658N28UZ,32,M,1282150,2019-04-07
86886E73LC,30,F,838358,2018-05-17
35826H60CF,31,M,713244,2019-01-10
73410P11CI,32,M,1138895,2017-08-19
35499F22VA,26,M,1133241,2019-01-19
30054G64BP,37,M,1145113,2018-07-24
79354E05EO,56,F,880135,2018-09-09
51315M19UM,46,F,1240569,2018-07-07
72913V20XM,53,F,430850,2019-01-03
68093Q83LP,34,F,980758,2018-11-26
18983M58GZ,43,F,1453506,2019-05-25
02269U11KX,25,F,628368,2018-08-24
66865X92KO,39,F,1509578,2019-02-27
72545K81NA,57,M,1716772,2018-10-22
42880C29MM,27,M,1260856,2016-09-15
44563H50JA,50,F,1062012,2018-03-09
78999O53TO,40,M,1436501,2019-01-17
19407C27IT,50,M,1503304,2019-04-20
86540R95NJ,44,F,1125650,2018-05-24
27300J89GO,56,F,1461057,2018-12-19
68814Z60LS,65,F,1098111,2018-04-15
27522U71EU,36,F,816237,2017-10-21
03342Y82LJ,33,M,1252384,2019-06-11
94271V03OR,63,F,1140285,2019-05-27
37779T20SV,59,M,465175,2018-11-05
68918H60NG,39,F,959049,2018-12-05
96072K44RD,50,F,1159475,2018-05-08
80623U25MI,38,M,1841061,2019-06-09
70229F28EI,64,F,1825657,2018-09-23
45216T74VT,51,F,1525847,2018-05-11
24506V39MS,27,M,682286,2018-03-25
08502E88UJ,27,M,1461122,2017-09-10
75635K71HG,53,M,1387807,2018-11-20
63673J10RR,61,M,610134,2019-03-28
55260E64WT,57,M,634105,2018-04-24
76630W41RB,49,M,1566356,2018-07-29
32428L31MA,36,M,1832470,2019-06-06
61593G03CA,54,F,1424889,2018-06-10
63345L00ZN,60,F,1668794,2019-01-06
76868O11JJ,40,M,1253793,2018-10-26
84426W77NK,50,M,1334497,2019-01-27
09546O79FF,29,F,680167,2018-11-04
67519D37BR,32,M,1079789,2018-03-26
74738G16NG,29,F,903316,2018-11-15
67288U32RU,44,M,1757787,2019-04-11
70025R03XP,45,M,1360307,2018-09-29
42320X58KQ,57,M,1502455,2018-05-25
52471L95SA,29,F,998503,2018-10-20
85679I94YA,43,F,901435,2018-03-21
02531D16JM,61,M,1402687,2018-05-11
27577F64HD,58,M,1937715,2018-07-02
56714D30RA,60,F,1759560,2018-08-18
66003T14EF,52,F,621032,2019-03-21
12526O24AQ,57,M,889741,2018-08-22
77505I50GE,25,F,998975,2019-03-10
53205H45FM,46,F,1327226,2018-04-10
11526N72OT,29,M,709697,2018-05-08
43771J14UI,64,M,463610,2019-05-22
19171Z88MQ,39,F,974303,2018-08-05
44543Y32GL,26,F,670344,2018-05-29
53911G59EP,54,M,1282518,2018-08-12
79206S22DC,48,F,1319166,2018-03-05
96428C31CR,29,F,547050,2018-02-27
92448W59UT,42,F,1374809,2018-07-31
17491C73YL,51,F,1343883,2019-06-29
00520K14CK,60,M,1143429,2019-06-07
80158O34DJ,56,M,1733141,2018-10-12
63657W53UX,37,F,1036145,2018-06-04
82962G83HS,36,F,1272395,2018-08-31
73660K01OK,44,M,869969,2018-05-11
94316V26FW,40,M,849074,2018-03-18
59307Y88RF,43,F,1063690,2019-03-26
75522P17JA,55,F,1648866,2017-01-16
57623H90EU,39,F,1020159,2019-04-01
91152N98FL,44,M,957352,2018-04-21
53076V18GH,42,F,1016909,2018-11-20
33557C52DM,35,M,1001283,2019-06-15
24558I69QZ,53,F,1030701,2018-04-09
71461V95QV,36,F,1266947,2018-12-21
09392K05FI,40,F,859934,2017-04-16
23775Q53LI,49,M,1303570,2018-07-06
99878O84JI,40,F,1488628,2018-12-09
93473I33ZT,25,M,1419241,2018-10-06
00136A88YY,61,F,1692817,2017-09-13
26400T11VD,46,F,1234040,2018-07-06
13059T68CK,27,M,965953,2016-12-18
49755U05PW,54,F,1975349,2017-02-10
52792X60YM,29,F,1022896,2017-04-19
56877M39CW,48,F,1550231,2018-05-26
94213U54TI,58,M,988273,2018-05-07
83579F98TO,41,M,1359929,2018-11-29
25926B37DF,38,M,806160,2018-12-26
20274K07ES,25,M,1125295,2017-09-21
79178N85YY,26,F,729503,2019-06-26
74138E89LX,25,M,986170,2019-02-27
51872P00OZ,38,F,883087,2018-05-13
02989S69IE,35,M,1466791,2018-07-22
19190Q61ZW,39,M,1805423,2019-05-08
05371H35SH,54,F,914905,2018-09-02
08765U68HW,61,F,348666,2016-10-17
22116F29BA,25,M,1353131,2018-05-11
34722H24LU,55,F,593517,2016-10-13
35982Z92OF,65,M,570465,2018-09-27
00901N75ET,54,F,400789,2016-11-30
76073Y70JB,62,F,1235589,2019-06-13
68711I84QB,46,F,1523428,2018-07-12
26850E96EE,61,F,1066124,2019-06-08
28781W41HM,43,F,1448073,2018-09-09
77326F29WI,65,M,1361126,2019-06-26
33111H22BX,33,M,1100216,2019-02-07
69023Y57XZ,39,F,1092293,2019-01-19
72754G06VE,44,F,1399694,2019-06-23
43149Z27LM,59,F,1235246,2018-11-15
62344J16AQ,34,M,1487927,2018-09-02
28476Q34HK,40,M,1531897,2017-06-06
85950A42YO,28,M,1273075,2017-10-16
19127W40LB,29,M,1321757,2019-06-12
20095N74SW,33,M,652011,2018-11-04
48496P96BM,58,M,749634,2017-09-08
97059U45YN,26,F,764204,2018-08-04
12738G04KF,63,M,528269,2019-01-04
68799R29XD,49,M,1564837,2017-01-28
96473Q46RN,45,F,878007,2018-10-22
10024R79NK,60,F,1022985,2019-05-30
45861Z65TB,31,F,806501,2018-12-09
86607K98TV,55,M,851402,2018-06-01
94988H63CD,54,M,455010,2019-05-23
42827N95KY,43,M,1658589,2019-05-14
80293Y37OO,27,F,1165631,2016-11-04
35337S99NP,33,F,804811,2018-05-31
20854Y43WU,61,M,1003191,2018-06-14
22688S16NM,40,F,874201,2018-06-29
23651O31EW,58,M,1443321,2019-04-16
11446A96PC,38,F,1094151,2018-07-07
97154V10CW,40,F,876722,2018-06-14
66449C73FT,39,F,1055584,2019-06-10
79574C83CZ,28,F,912379,2017-11-09
88043I17FW,25,M,1049844,2018-06-16
53932D45IE,47,M,1860548,2016-10-08
95664F70ED,33,F,692818,2019-02-22
52495Z49CT,36,F,1444790,2019-01-09
96333V71JP,27,F,800999,2019-05-31
13876G06SS,48,M,1195950,2019-04-21
88513W88AL,37,F,1455633,2017-10-30
95828U49JP,59,F,622870,2018-02-25
23626U94MV,62,M,1955528,2018-05-31
05155L96JS,36,F,1210814,2018-03-13
39118L79DQ,34,F,545357,2018-03-18
26754L58RZ,26,F,567474,2018-07-13
35158C70YI,57,M,1691576,2019-05-31
72188L11DD,62,M,924188,2018-03-24
18072L27AF,54,F,393020,2018-03-26
80640G93SO,33,M,1270825,2019-04-03
29330P64XB,43,F,825438,2018-07-11
10179B82NB,31,F,886665,2019-04-16
55498A42GG,58,M,325114,2018-05-29
70467E49MQ,55,F,1232417,2018-05-18
04922O13EL,62,F,1939264,2018-07-12
19980X85HP,60,M,1201721,2018-04-07
24689L76NK,43,F,1066577,2018-12-20
70871J59QS,35,F,534382,2018-06-04
62837C80LR,27,M,772497,2018-11-21
64889J70NM,38,F,926566,2018-12-23
01115Q47BV,53,F,417170,2019-06-15
46607X67ED,60,M,591108,2018-08-09
38067H06XI,51,F,1478932,2018-06-09
65026P99BR,55,F,747763,2019-06-06
16655E83UZ,33,M,1167795,2019-02-17
23311B26XK,36,F,1498925,2018-11-20
74029T94OR,37,M,1937629,2018-08-11
47193F71OI,53,F,1780024,2019-04-11
18432T79WX,51,M,1799296,2018-05-09
06739F51WU,46,F,1123716,2018-11-01
76230H61GH,29,M,935563,2017-05-12
17854S28JJ,26,M,1243375,2017-12-07
18331H59IX,42,M,1075410,2017-07-18
62981H41WU,33,F,885677,2018-12-21
81496O44EK,57,M,1604711,2019-02-23
36942B72KR,47,F,1516444,2018-07-09
10221K07XC,43,F,866021,2018-06-09
19747U65HY,45,F,1107240,2018-06-28
39258Y45ZR,62,F,524829,2018-03-20
30660G08BQ,52,M,1508444,2018-09-28
93059I63GI,35,M,733399,2019-03-10
38465D80GC,52,F,1540916,2017-11-13
76514A07II,30,F,530585,2019-05-26
13892N78AD,32,F,712255,2018-11-25
83038V07XO,48,M,1437426,2018-02-28
45009K77CC,44,M,1462520,2019-01-13
06653B11XT,40,M,873225,2018-06-25
34727R36NS,26,M,752573,2019-04-12
06332N45SP,43,M,1108601,2019-06-06
25036B48AU,44,F,942282,2019-01-24
05084E30KU,44,M,1641509,2018-07-24
96398U95HE,47,M,1877588,2018-12-06
87900O81SM,52,M,1394505,2018-10-13
20270S82GZ,26,M,1497572,2018-11-06
40037M58HY,61,F,541597,2018-08-01
90885O74DQ,30,F,1056495,2018-04-03
45218M82XL,65,F,1859160,2018-04-12
67693Q90JH,42,F,824822,2018-12-03
93624K88DV,59,F,1344083,2017-03-03
65817Z80XH,43,F,1346103,2018-04-28
18841I48OC,33,M,744762,2018-11-23
39447E12JY,29,M,639788,2017-03-21
86129B46DA,61,M,1884968,2017-07-03
60965A82ZO,60,F,1437510,2018-06-07
55336W10HN,43,F,1590967,2018-11-13
37261M18BC,39,M,1094752,2017-06-20
00138X57TC,43,M,1732617,2019-01-05
07463Q19QX,38,F,1040448,2018-04-15
57499R69FI,28,M,1316097,2019-03-13
89985Z34JI,31,F,863669,2017-08-06
57874S42DA,40,F,1407381,2018-06-24
49227X29QL,42,F,810502,2018-08-13
96795X17UJ,47,M,1470701,2018-06-26
03105I74OQ,29,M,1173233,2018-12-23
57755H90IY,46,F,1565010,2017-02-11
62116D26HE,27,F,839792,2018-05-05
90101O24TN,53,M,1985797,2017-10-22
74111I11VI,65,F,1085300,2017-01-26
30863K78PF,49,F,1518732,2018-09-14
49263T80YK,43,M,1597782,2018-09-07
14948I53DP,37,F,1434374,2018-03-08
57925G61CA,42,F,918920,2019-03-30
62816J40EN,43,M,1547310,2017-08-27
32494D75WW,63,M,940159,2019-02-09
51920N92TV,32,M,1358357,2018-06-07
14424H23DN,50,M,1765208,2018-09-02
27291Z29QD,34,M,983136,2019-01-25
65215E48MZ,53,F,449853,2018-08-10
01395L46AY,40,F,976812,2018-08-25
00041X61DI,48,F,914887,2019-05-03
18015V23HG,48,M,972545,2018-08-28
64316S88FA,27,F,827291,2018-12-07
95097Q86EL,44,M,1820168,2017-06-25
98442Y33FK,38,F,801767,2019-05-21
40770L06FI,42,F,926428,2018-05-30
76213T36XX,35,F,871602,2017-10-09
22840N13TZ,57,F,1833387,2018-04-20
05568N69ZQ,30,F,791092,2018-11-18
90219Q27SK,48,F,933137,2017-05-13
65976S84UE,53,F,1173861,2018-04-23
35432Z28KF,58,F,458726,2016-12-19
46689Y68XA,39,F,1086096,2018-07-28
13998X53VV,43,M,1144467,2018-07-15
06267V08IM,51,M,867997,2017-02-16
61677K51FA,31,F,792001,2018-03-30
43006G21VL,26,F,564805,2017-07-06
62640M19ZW,25,M,759548,2018-02-18
56343N42JQ,61,M,1867968,2019-01-12
60404F04RM,65,F,432323,2018-06-14
04007W73KF,36,F,1055011,2018-05-13
46602H20UZ,50,F,879946,2019-02-02
45186A08AW,51,M,979736,2018-06-02
58197N80GJ,27,F,1000271,2018-12-17
74820Y90XU,53,F,369428,2019-04-28
47010S56TY,63,F,636761,2018-10-30
41836A23KM,61,M,1648596,2018-10-07
06543M20RE,64,M,1547113,2019-04-27
10441B16RK,52,F,1504626,2019-05-14
44899A58YH,47,M,1735241,2018-12-12
85568M07RH,32,M,1386835,2017-01-04
67466A71PJ,60,F,642033,2018-09-22
86863H37BF,59,M,1613320,2018-10-27
59844X67KT,33,M,966022,2018-06-02
10844J25PJ,61,F,660201,2018-12-15
82186A22AB,30,M,782957,2016-11-03
82442L33SR,40,M,1636646,2019-02-20
31706O63AJ,48,F,1471642,2017-03-05
84651M80YD,39,M,1536851,2019-03-27
30485M66DO,53,F,932754,2018-03-03
32414Y50JL,65,F,1499062,2019-06-17
37855I37XG,65,F,393128,2018-06-15
77692V03YP,42,M,1729998,2018-11-28
95664V57EY,65,F,1946398,2018-07-03
92476F07OU,62,M,612552,2019-05-12
81607I78QM,59,M,1352280,2019-03-11
64335J12GO,58,F,760195,2018-05-02
27876C00EE,27,M,637107,2019-06-22
38703V51KX,54,M,665753,2018-08-12
27546S16GA,27,F,1063857,2018-06-15
46960H35YA,65,F,1659907,2017-04-11
88435I04FZ,52,F,1262388,2017-03-16
17822E34DZ,43,F,1545808,2019-05-17
35099J98KN,46,M,1678209,2018-08-29
85222Y91FZ,41,M,1847811,2018-02-24
21097R04EC,61,M,349622,2019-05-30
00589V47OZ,25,F,900144,2019-03-26
01967K04YF,61,F,1990016,2018-10-01
56575W85AK,62,F,1341407,2019-01-21
98938Z32IC,28,F,1107016,2019-04-09
38563Y70HK,28,M,1153708,2017-11-22
83990A42IZ,62,M,1789284,2018-05-23
56564A23US,53,F,354366,2018-12-15
32176L07EC,44,M,856374,2018-07-11
38794N68TF,43,F,1584573,2018-04-10
29689L31DV,44,M,1658125,2018-03-30
62767X65NJ,49,F,1459775,2016-10-27
66495B21KN,55,F,1763825,2017-09-23
82000V24LT,41,M,1917516,2019-04-12
50244F97KR,28,M,824825,2018-09-06
32083N82SR,34,F,772005,2016-10-09
39381P83UJ,32,F,583763,2018-01-01
77480O72PV,33,F,924389,2016-12-17
66849P29VK,43,M,1111037,2019-06-04
62162D43YK,60,F,956793,2019-02-18
83737O41NH,27,F,527982,2017-04-18
96766V45VT,34,M,1162185,2018-03-27
01418Q78JX,33,M,1352829,2019-02-19
90781B43KF,62,M,529390,2018-01-22
89164Z78BV,50,M,883024,2018-10-25
33860J79TQ,55,M,464923,2019-05-31
26569Z42TM,42,M,996743,2018-04-28
12007H56SV,30,F,734214,2017-05-02
25803R15MG,44,M,802091,2019-04-16
59416H98OM,49,F,801951,2016-12-18
30297V20FN,41,F,832354,2019-04-01
65200J51JE,57,F,787227,2016-10-05
94214F04JD,30,M,1313907,2019-02-07
12683T41KE,29,F,1059437,2017-04-16
39166I99HH,59,F,1910341,2017-04-01
61490L91IV,54,F,1531853,2018-12-21
76637F89DG,43,F,946045,2016-09-20
93267S29HL,52,M,1553962,2018-08-23
63007W57MQ,55,M,1901165,2019-04-08
42949L48EX,30,M,853438,2018-11-23
15525J41UJ,65,F,1300041,2018-04-11
40327S96JI,36,M,1065665,2019-02-06
71882J05UX,25,F,600972,2018-12-13
65469M79RF,40,M,878552,2018-08-07
64493E40JM,39,M,1567599,2019-06-17
03812W42KU,25,F,737151,2017-12-25
97874B07PJ,55,F,1735962,2018-06-26
40366F59QQ,56,M,1098329,2018-04-27
66480C94OC,55,M,477157,2018-05-16
82853J23WC,39,F,1586465,2018-10-10
71960Y20BI,42,F,1480349,2016-09-22
96992M85KT,42,M,1123691,2017-06-09
47316L81SD,63,M,964337,2018-11-16
32674Q37OK,29,F,523539,2018-10-10
04549R29UH,39,F,934794,2018-05-15
74906F24IC,61,F,1287997,2018-10-12
18505F97VJ,43,F,933579,2018-04-24
52296I77YD,60,F,362673,2018-11-25
40990B63CZ,35,F,725024,2018-03-21
97112S21YG,55,M,564249,2018-06-09
76515R37ZN,31,M,770663,2018-03-14
01647P85XE,34,F,648477,2018-12-08
96007F70MB,42,F,1517884,2018-11-08
67934I74YN,30,F,523961,2018-12-24
66622H29IR,64,M,1134984,2018-08-28
83010S50UL,51,F,1226191,2019-01-21
09550X70ED,46,F,1131230,2018-04-15
99724L98AL,54,M,567435,2018-10-07
74333G43MC,50,M,1046655,2019-04-10
27512L73JA,39,F,1193235,2018-11-04
51967U66TV,36,M,1162648,2018-05-05
96411K12PN,47,M,1340890,2019-05-10
38021J32KV,56,M,644041,2019-04-09
11433E24AC,33,M,1348574,2018-04-14
40818Q55WS,26,M,722998,2018-09-24
54976M55UR,38,M,1948937,2018-12-08
58073U13WF,31,F,792658,2019-05-09
11103M11NV,49,M,1567651,2018-08-15
56969T82LR,38,F,1241317,2019-05-09
40150J07LD,43,M,1139973,2018-07-14
39592H76HX,54,F,758622,2017-03-11
49759V61ZR,55,M,1857100,2018-08-23
67125G78MP,53,F,1406240,2017-05-06
41879B97LD,26,M,1038246,2018-06-15
07337O59DM,53,M,787115,2019-04-11
94041G43AE,49,F,1298306,2019-03-19
28956J77JA,34,F,836783,2018-09-08
40955A82NP,46,M,1163339,2019-01-10
70490O85CK,63,M,1717758,2018-08-21
30066A37OL,55,M,1826316,2016-11-23
16178L83PX,41,F,1017155,2017-09-11
04218N17DK,65,F,1681724,2018-09-04
79711N85FF,58,F,861204,2019-05-12
91800X46PJ,31,M,787540,2017-06-12
02385T80PG,43,F,1250270,2019-02-05
73942M27QB,25,F,816274,2017-01-19
88025Q88AO,42,F,1321914,2018-09-30
97956S86IT,62,M,1295809,2018-12-03
86719K15TJ,28,M,1425513,2018-08-25
61411Q01OB,29,M,942359,2018-10-22
04337Y33VK,65,M,1850309,2019-06-19
39770G55RI,34,M,1023530,2018-07-05
20974X31XI,54,M,794372,2017-03-21
24248P52YD,32,F,686254,2018-04-13
73754U04WW,34,M,938530,2018-03-01
74877O43ZZ,52,M,794143,2018-06-01
98511X12KZ,37,F,932507,2018-06-07
66508X84XH,30,M,679684,2017-02-19
25775H43ZQ,48,M,1338781,2019-03-27
09760O73KA,41,M,1102404,2019-02-24
00550U84CO,49,M,820884,2019-04-10
93711G28CM,27,M,828018,2019-01-09
03520H58GY,33,M,676592,2018-04-30
84072X17RX,52,M,1824099,2017-11-14
36161J31VN,62,M,1153194,2019-02-21
90406T43MQ,39,M,826361,2018-02-20
20628O36NP,39,F,1344685,2018-02-16
28154O82FI,40,F,1134818,2017-07-29
89165K56PU,40,F,1045944,2018-03-04
10332W92VZ,47,F,1483773,2019-05-05
55336F96ZO,30,F,656170,2017-01-10
72247I68QL,38,F,1425723,2018-12-15
14039E38DG,30,F,1035778,2019-04-20
04505A44EX,50,M,1522316,2018-06-25
83230G74RQ,55,F,1200026,2019-02-08
24749Y35NP,29,F,1019129,2018-10-21
50640O81PU,39,F,1111296,2018-10-31
56204M23SC,40,M,1637566,2018-08-23
41556B03HF,29,M,1233327,2018-09-14
30636T40NN,51,F,344217,2019-04-06
28825U48TG,46,M,1877621,2018-02-21
52554K65QP,52,M,1964294,2019-04-19
62024M31RT,59,M,874272,2017-05-26
81364C71FL,46,F,1025763,2018-08-31
85995G69GS,40,F,1402417,2018-06-04
64634E63UM,25,F,518502,2018-02-13
78143L57SC,25,F,575610,2018-08-08
54003X38TX,42,F,1323099,2019-06-26
97699Z65ZK,53,M,1211547,2018-11-26
78453M37SJ,64,F,1764068,2018-08-28
83620E64SA,47,M,1880002,2018-11-29
27149D74NK,45,F,1386842,2019-04-02
11039U08WB,49,F,1206371,2018-11-09
67349S64WX,29,F,958239,2018-06-23
77599K10OJ,57,M,338854,2018-10-11
61461F07NJ,64,F,1263230,2018-08-04
10272W68GA,48,F,960386,2018-05-07
39350Q82DX,47,M,1752959,2017-04-05
92865Y08IU,44,F,1577250,2017-02-16
70413R99KS,38,F,1283069,2019-06-27
33771N32ZV,59,F,1731683,2018-07-16
94848Y88YJ,50,M,1855795,2018-06-01
82387A63LF,52,F,1201299,2018-06-26
30901P20LV,45,F,1486337,2017-03-20
38501U15WN,41,M,1905560,2018-04-16
68912Y26NI,45,F,1039941,2018-02-20
34356B02XP,43,M,1159542,2018-10-23
71038B13RL,49,M,1646963,2016-09-23
46396O02VH,47,M,817250,2016-09-28
84972C37HU,38,F,1056297,2018-12-04
74229T78RH,62,F,612141,2018-08-07
27668I46ZQ,42,F,1392777,2018-07-01
79494U23KL,60,M,1384601,2017-09-16
29991T43HI,26,M,1133060,2017-01-25
69700D88BY,38,F,821072,2019-05-23
61620T93GI,46,F,1008099,2016-11-26
65440O48PJ,41,M,1921369,2019-03-25
78690C24FP,38,F,1097152,2019-03-18
24822B24LL,53,M,416468,2019-03-31
62517A96WI,46,F,1405301,2018-10-02
86770J56HC,42,M,1252248,2018-07-26
01259B98YS,59,F,1618353,2019-03-26
08760Y09BT,45,M,1116990,2018-09-02
32797D87PZ,56,F,1362047,2018-06-28
43841I70XB,61,F,938921,2017-06-27
07962K05DY,49,M,1540361,2017-11-22
17595R13TQ,37,F,1588833,2019-05-28
66734Y23KU,32,M,987094,2019-02-17
68025E45HO,44,F,1089827,2019-02-17
82039H70PN,35,F,814903,2018-09-03
52002M33DL,61,F,738401,2018-08-15
87300R17NN,56,M,1493548,2016-10-11
21899P54RM,62,F,1515169,2018-07-27
53023O37AB,56,F,1718700,2018-06-25
80958P28AT,40,F,1405831,2019-06-17
39700O22DS,34,F,1031192,2018-04-05
04698A31DV,60,F,1395761,2016-10-20
17800K17ZC,25,F,840528,2018-02-19
65291L24LP,25,M,1305151,2018-05-30
56766E11JB,33,M,1082561,2018-08-03
45981V06YH,32,M,1024350,2018-04-04
36253R48NO,54,M,661670,2019-05-18
06755N92TN,54,M,1229932,2018-08-24
10020F05AA,57,M,408486,2018-07-21
05271T63WO,44,M,1355501,2018-09-13
09474Q87NW,27,F,1079180,2017-03-19
09961L71WL,40,F,1201595,2018-10-31
19363E31JV,43,M,1519970,2017-03-25
71272C63HH,36,M,949052,2016-11-24
82546L49ZW,59,F,1836355,2018-07-07
42958C95AQ,56,M,1676573,2018-11-23
12760F42IK,39,M,1427879,2018-10-04
49975B60HP,34,F,682240,2018-11-30
50035G84JN,63,F,1737069,2019-02-20
46851T74KK,32,F,1166416,2018-08-19
35252W89PC,28,F,927972,2018-09-19
59365K84KN,40,F,940715,2018-11-25
73581A37XF,53,F,1385463,2016-09-30
11963P11PN,59,F,1306062,2017-08-07
33068Z30AF,41,M,1112389,2019-03-23
14581X18WQ,63,F,796724,2018-03-08
92019H55HQ,43,F,905208,2018-08-28
90030J73OO,32,F,879475,2018-07-18
14974V64NT,59,M,1192007,2019-06-24
88587K35SO,37,F,1164744,2018-05-23
59022F46XY,27,F,767625,2018-03-29
65680Z16RM,62,F,1899856,2018-02-28
88042I96KE,26,F,679780,2018-02-04
40651N43MF,41,F,1580018,2018-09-07
38186N56WS,56,F,1716021,2017-11-01
68889Q48KM,36,M,1241030,2018-08-04
73145P11CT,49,F,899650,2017-12-22
86218J21QJ,53,F,1408476,2019-03-30
17678V78KQ,63,M,519255,2019-05-09
92317Q37OX,61,M,1687628,2017-05-06
58697O14XP,31,F,980937,2016-10-21
12278J61SA,57,M,612495,2019-03-31
87243S18JH,35,M,684954,2018-01-02
