ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,PURCHASE,AGE_CAR_SEGMENT,Predicted_Purchase,Purchase_Probability,Purchase_Probability_Percent,Potential_Customer
54103H17ZP,47,F,695971,390,1,Segment 3,1,0.8888057873512486,88.88,Yes
87926F51SZ,55,M,664770,379,1,Segment 3,1,0.888793580092684,88.88,Yes
02433O73EH,54,M,659224,449,1,Segment 3,1,0.88878198672883,88.88,Yes
91034X20BD,51,M,642620,500,1,Segment 3,1,0.8887555067730575,88.88,Yes
68768Q40DF,65,M,719400,453,1,Segment 3,1,0.8887067703128823,88.87,Yes
64603T09FD,43,F,673536,465,1,Segment 3,1,0.8886980797365676,88.87,Yes
06874H27ZV,40,M,581749,449,1,Segment 3,1,0.8886608927485876,88.87,Yes
27039Y78YV,48,M,625736,391,1,Segment 3,1,0.8886605845782254,88.87,Yes
95568R89LJ,43,F,673091,500,1,Segment 3,1,0.8885892705329468,88.86,Yes
76648R68UX,38,F,645552,423,1,Segment 3,1,0.888577935046196,88.86,Yes
41043R96II,62,M,589604,980,1,Segement 4,1,0.8885773312149884,88.86,Yes
66474L23JJ,55,M,550986,661,1,Segement 4,1,0.8885459465530762,88.85,Yes
28859C60JN,42,F,667405,408,1,Segment 3,1,0.8885434040745785,88.85,Yes
69639U72ZV,50,F,598613,866,1,Segement 4,1,0.8885411473366251,88.85,Yes
87586Q83LM,42,F,667387,462,1,Segment 3,1,0.8885389992609233,88.85,Yes
60005V08HR,46,M,501451,599,1,Segement 4,1,0.8885341496369611,88.85,Yes
26435K71MU,38,F,645280,477,1,Segment 3,1,0.8885113752230491,88.85,Yes
39758G59MC,61,M,583625,875,1,Segement 4,1,0.8884597342269283,88.85,Yes
19152W14OF,50,F,711011,429,1,Segment 3,1,0.8884498276737558,88.84,Yes
26438W85TG,56,M,668860,392,1,Segment 3,1,0.8884491124786285,88.84,Yes
64723D29NG,38,M,569600,452,1,Segment 3,1,0.8883789536816543,88.84,Yes
48067F78WB,62,M,701555,447,1,Segment 3,1,0.8883765569620995,88.84,Yes
07242G58AG,48,M,511795,790,1,Segement 4,1,0.8883742277741213,88.84,Yes
17270Y40SP,45,F,570373,518,1,Segement 4,1,0.8883581337197299,88.84,Yes
92916N67EF,36,F,520784,832,1,Segement 4,1,0.8883330840940145,88.83,Yes
85697U42KL,55,M,550113,672,1,Segement 4,1,0.8883321419279334,88.83,Yes
89762Z34YB,59,M,571918,894,1,Segement 4,1,0.8882857751963397,88.83,Yes
12247A40ID,46,M,500288,945,1,Segement 4,1,0.8882492160426128,88.82,Yes
88070F94YR,43,F,671608,498,1,Segment 3,1,0.8882259828196402,88.82,Yes
84001B11QP,41,M,585387,380,1,Segment 3,1,0.888205212606086,88.82,Yes
21767D08YJ,58,M,565970,585,1,Segement 4,1,0.8881755172742222,88.82,Yes
95891G82ZX,36,F,632808,431,1,Segment 3,1,0.8881498451863682,88.81,Yes
37939J30VI,42,M,590485,500,1,Segment 3,1,0.8881069014815698,88.81,Yes
18768F77FH,42,M,590315,499,1,Segment 3,1,0.8880651519721653,88.81,Yes
18129L72UL,63,M,592970,719,1,Segement 4,1,0.8880545539248011,88.81,Yes
43363T57CU,62,M,587445,874,1,Segement 4,1,0.8880480521473585,88.8,Yes
72829H51CO,45,M,606667,365,1,Segment 3,1,0.8880298758776303,88.8,Yes
61626B20QE,64,M,598300,948,1,Segement 4,1,0.8880131479331008,88.8,Yes
05848K00OI,61,M,694551,423,0,Segment 3,1,0.8880071420949416,88.8,Yes
67527Q71EE,56,M,554094,873,1,Segement 4,1,0.887959632700059,88.8,Yes
64456R56QN,38,F,643027,429,1,Segment 3,1,0.8879587164596043,88.8,Yes
81012T10II,51,M,526419,528,1,Segement 4,1,0.887914801329614,88.79,Yes
49660X74PH,59,M,570265,925,1,Segement 4,1,0.8878798127570364,88.79,Yes
01583Q01DX,50,M,633069,400,1,Segment 3,1,0.8877616272683873,88.78,Yes
62996Y28UR,38,M,567077,425,0,Segment 3,1,0.8877592613802042,88.78,Yes
10852L92HC,42,F,664168,379,0,Segment 3,1,0.8877488203137479,88.77,Yes
99641G62KP,64,M,709912,394,1,Segment 3,1,0.8877280264490608,88.77,Yes
98539Z64UA,54,M,541950,766,1,Segement 4,1,0.8876773741643624,88.77,Yes
32024G88DA,47,F,691240,370,1,Segment 3,1,0.8876451980007884,88.76,Yes
29092Y85IH,37,F,636093,482,1,Segment 3,1,0.8876053503618182,88.76,Yes
13513F23IG,47,M,615917,421,1,Segment 3,1,0.8875999145903157,88.76,Yes
04760B70QF,38,F,641552,418,1,Segment 3,1,0.8875956049528478,88.76,Yes
25871D76WF,49,M,626611,483,1,Segment 3,1,0.8875251821748154,88.75,Yes
55300C42MY,52,M,530249,804,1,Segement 4,1,0.8875038296739874,88.75,Yes
26079E66CE,38,F,640963,408,1,Segment 3,1,0.8874503196051533,88.75,Yes
44234F51OM,52,M,642579,484,1,Segment 3,1,0.8873949790595477,88.74,Yes
69091I15CD,53,M,535300,640,1,Segement 4,1,0.8873933755797804,88.74,Yes
63358P46WA,65,M,601052,688,1,Segement 4,1,0.8873364766562342,88.73,Yes
12268R44MG,40,M,576285,466,1,Segment 3,1,0.8873180168179369,88.73,Yes
93334R48LU,49,F,700792,429,1,Segment 3,1,0.8872885969157537,88.73,Yes
46898E70NK,37,M,559525,462,1,Segment 3,1,0.8872526778858487,88.73,Yes
51804O59SZ,54,M,652977,362,1,Segment 3,1,0.887246979335925,88.72,Yes
17411V83RO,58,M,562158,550,0,Segement 4,1,0.8872365741150215,88.72,Yes
28198A87AR,65,M,600457,841,1,Segement 4,1,0.8871894151377523,88.72,Yes
26012Y06FH,62,M,696329,461,1,Segment 3,1,0.8870896045388992,88.71,Yes
13008O72XZ,43,F,666685,370,1,Segment 3,1,0.8870125723541346,88.7,Yes
66729Q35KJ,42,F,548301,984,1,Segement 4,1,0.886984231902941,88.7,Yes
31612M38GZ,62,M,695865,389,1,Segment 3,1,0.886974716386731,88.7,Yes
68274H39GO,49,F,586723,588,1,Segement 4,1,0.8869674549133871,88.7,Yes
36737G12FU,46,F,570091,527,1,Segement 4,1,0.8869336598961236,88.69,Yes
06686C62QI,65,M,599412,829,1,Segement 4,1,0.8869307250584425,88.69,Yes
52981T16ZQ,65,M,712011,454,1,Segment 3,1,0.8868880873111175,88.69,Yes
71433O30TY,51,M,634938,468,1,Segment 3,1,0.8868648975851758,88.69,Yes
69066S34ID,63,M,588015,502,1,Segement 4,1,0.886831584182883,88.68,Yes
95809W33UZ,47,F,687928,446,1,Segment 3,1,0.8868264278591019,88.68,Yes
49003B23BV,46,F,682400,450,1,Segment 3,1,0.8868191198116452,88.68,Yes
71468E83LM,58,M,560463,1019,1,Segement 4,1,0.8868168684777193,88.68,Yes
98188M89FA,39,F,530944,889,1,Segement 4,1,0.8867706906495293,88.68,Yes
54014F14OZ,36,F,627101,489,1,Segment 3,1,0.8867413017397302,88.67,Yes
46632Q35KD,41,F,654579,400,1,Segment 3,1,0.8867376629663536,88.67,Yes
76948T95FR,37,F,632563,397,1,Segment 3,1,0.8867322355060033,88.67,Yes
56598M56GV,58,M,559822,807,1,Segement 4,1,0.8866577931383333,88.67,Yes
39891B94CY,36,F,513896,734,0,Segement 4,1,0.8866335652038183,88.66,Yes
90869I93PO,49,F,698131,462,1,Segment 3,1,0.8866293524250622,88.66,Yes
91298N90YA,48,F,692531,494,1,Segment 3,1,0.8866041481256364,88.66,Yes
45496H84ME,50,M,515477,819,1,Segement 4,1,0.8865691775706371,88.66,Yes
06280B45IJ,40,F,535557,927,1,Segement 4,1,0.8865508007122607,88.66,Yes
64083K77PW,55,M,655613,466,1,Segment 3,1,0.8865374413777418,88.65,Yes
58937N13HK,36,M,550888,480,1,Segment 3,1,0.8864745726912752,88.65,Yes
02382W06TC,49,M,621997,383,1,Segment 3,1,0.8863820538497268,88.64,Yes
44701A21IS,39,M,566995,447,1,Segment 3,1,0.886377904429496,88.64,Yes
79605I74QG,48,M,616445,383,1,Segment 3,1,0.8863687480024325,88.64,Yes
75754H87ML,55,M,654837,397,1,Segment 3,1,0.8863444240248548,88.63,Yes
25490R36KD,61,M,687503,362,1,Segment 3,1,0.8862634518963954,88.63,Yes
43909Y38ZC,58,M,558202,523,1,Segement 4,1,0.8862548925068516,88.63,Yes
17685I09WG,39,F,528747,649,1,Segement 4,1,0.8862244612019279,88.62,Yes
95691P48CO,43,F,663501,370,1,Segment 3,1,0.8862216785351164,88.62,Yes
85681U78RN,45,F,674259,425,1,Segment 3,1,0.8861621013049821,88.62,Yes
39851Q84JV,48,F,690709,403,1,Segment 3,1,0.8861507348543364,88.62,Yes
54195T86QI,63,M,585032,759,1,Segement 4,1,0.8860897260924404,88.61,Yes
31694C02PE,39,F,527960,969,1,Segement 4,1,0.8860282351602193,88.6,Yes
17378P29NI,60,M,568265,709,1,Segement 4,1,0.8860220196969656,88.6,Yes
68090P77IW,61,M,686469,420,1,Segment 3,1,0.8860056565314374,88.6,Yes
43549C03ZY,43,F,549749,613,1,Segement 4,1,0.8859770407399656,88.6,Yes
41353G92SF,41,F,651459,380,1,Segment 3,1,0.8859610708110048,88.6,Yes
02908D01UR,41,F,651248,442,1,Segment 3,1,0.8859083841441244,88.59,Yes
94496J52OD,50,M,512797,801,1,Segement 4,1,0.8859015208857961,88.59,Yes
26295B96CJ,61,M,686031,437,1,Segment 3,1,0.8858963015823363,88.59,Yes
77692F92BK,53,M,641705,409,1,Segment 3,1,0.8858119161594341,88.58,Yes
39833G88ZP,52,M,635917,496,1,Segment 3,1,0.8857395484258638,88.57,Yes
59398U78YZ,42,M,580781,455,1,Segment 3,1,0.8857018635713164,88.57,Yes
22844O78RW,51,M,630233,412,1,Segment 3,1,0.8856931600119128,88.57,Yes
47231B45ND,55,M,651857,417,1,Segment 3,1,0.8856005354022825,88.56,Yes
15519G25LA,39,F,638936,465,1,Segment 3,1,0.8855795670390827,88.56,Yes
07619P97BT,58,M,668254,448,0,Segment 3,1,0.8855758504381078,88.56,Yes
26060G20TU,41,M,574677,462,1,Segment 3,1,0.8855503222032396,88.56,Yes
20692O66ZU,50,M,624160,419,1,Segment 3,1,0.8855493722926846,88.55,Yes
00005H41DE,43,M,585664,475,0,Segment 3,1,0.8855478015431616,88.55,Yes
02997A44MQ,48,M,613043,444,1,Segment 3,1,0.8855193330366002,88.55,Yes
87642I58PA,52,M,522258,553,1,Segement 4,1,0.8855173060804535,88.55,Yes
21960I16TJ,49,M,505720,684,1,Segement 4,1,0.8855066840613165,88.55,Yes
42556M57YT,53,M,640378,384,0,Segment 3,1,0.8854798338816434,88.55,Yes
16820S48MB,52,M,522080,830,1,Segement 4,1,0.8854727103129426,88.55,Yes
65160B70PO,65,M,706149,365,1,Segment 3,1,0.8854268556837831,88.54,Yes
54790C69NS,45,F,671280,442,1,Segment 3,1,0.8854174243132888,88.54,Yes
12884Q90AY,56,M,656592,493,1,Segment 3,1,0.8854092558856875,88.54,Yes
56164S77ZS,46,M,601523,381,1,Segment 3,1,0.8853882769342274,88.54,Yes
04721P01MW,47,F,682147,399,1,Segment 3,1,0.8853848147929179,88.54,Yes
33862X39VN,44,F,665048,489,1,Segment 3,1,0.8852334259590317,88.52,Yes
91426R67KV,43,F,546765,720,1,Segement 4,1,0.885230054742417,88.52,Yes
17318S99NM,60,M,677743,490,1,Segment 3,1,0.8851977121985329,88.52,Yes
08150H10WT,57,M,548322,819,1,Segement 4,1,0.8851589450812364,88.52,Yes
45344S13WJ,64,M,699264,399,1,Segment 3,1,0.8850788537056172,88.51,Yes
90172X71RX,60,M,677251,479,1,Segment 3,1,0.8850741110788674,88.51,Yes
51815I87UV,50,F,697355,372,1,Segment 3,1,0.8850615562663955,88.51,Yes
75178N07TN,57,M,660626,472,1,Segment 3,1,0.8850415831714612,88.5,Yes
01716C73VP,38,F,631293,439,1,Segment 3,1,0.8850415439061607,88.5,Yes
07647W41RG,47,F,680773,482,1,Segment 3,1,0.8850398361092401,88.5,Yes
77127Y00OV,60,M,677081,474,1,Segment 3,1,0.8850313764647343,88.5,Yes
87516I54VX,58,M,666007,364,1,Segment 3,1,0.8850120320254531,88.5,Yes
99770B58YX,41,F,647605,496,1,Segment 3,1,0.8849953791276145,88.5,Yes
39461E32IQ,50,F,697091,388,1,Segment 3,1,0.8849951796803041,88.5,Yes
79231D80RF,50,M,621933,466,1,Segment 3,1,0.8849904704224887,88.5,Yes
09564J67EK,57,M,660379,403,1,Segment 3,1,0.8849794724506501,88.5,Yes
81575K61XP,47,M,605371,376,1,Segment 3,1,0.8849737692807155,88.5,Yes
36771H59TW,59,M,558415,509,0,Segement 4,1,0.8849316683841163,88.49,Yes
29789D54ZG,54,M,643550,371,1,Segment 3,1,0.8848955886687303,88.49,Yes
01133L81RM,36,M,544405,488,1,Segment 3,1,0.8848524403509008,88.49,Yes
18882Y33QP,44,F,550643,868,1,Segement 4,1,0.8848226040551302,88.48,Yes
61290C11NX,65,M,703727,362,1,Segment 3,1,0.8848183363423169,88.48,Yes
79692Y92WI,53,M,637695,464,1,Segment 3,1,0.8848058428545851,88.48,Yes
49794J68HC,40,F,641125,486,1,Segment 3,1,0.884748320080436,88.47,Yes
38308X99WL,64,M,585126,1017,1,Segement 4,1,0.8847348475876622,88.47,Yes
33423E24TF,48,M,609816,447,1,Segment 3,1,0.8847085081791298,88.47,Yes
89122J31DL,61,M,681290,486,1,Segment 3,1,0.8847067632510323,88.47,Yes
15968I59JX,58,M,551859,572,1,Segement 4,1,0.884665330802243,88.47,Yes
20358T67ZX,49,F,577480,660,1,Segement 4,1,0.8846573934671003,88.47,Yes
99908D01DN,50,F,582629,626,1,Segement 4,1,0.8845692358383636,88.46,Yes
66039B27ZL,52,M,631015,477,1,Segment 3,1,0.8845079561357937,88.45,Yes
10644X74DI,62,M,573185,976,1,Segement 4,1,0.8844967768605001,88.45,Yes
58809F36SC,60,M,674892,373,1,Segment 3,1,0.8844798692336593,88.45,Yes
76220Y75CN,52,M,518105,672,1,Segement 4,1,0.8844728753709817,88.45,Yes
58622U97PG,55,M,534530,647,1,Segement 4,1,0.8844550494819868,88.45,Yes
22764T06SE,62,M,572908,834,1,Segement 4,1,0.8844268333338376,88.44,Yes
05761S30VM,56,M,652676,500,1,Segment 3,1,0.8844238421050427,88.44,Yes
23577N31YY,52,M,517823,936,1,Segement 4,1,0.8844016561783294,88.44,Yes
11103D30EL,57,M,658066,485,1,Segment 3,1,0.8843964265758408,88.44,Yes
48053T24KG,52,M,517781,777,1,Segement 4,1,0.8843910457996762,88.44,Yes
25372L87PW,49,F,689013,377,1,Segment 3,1,0.8843448768604726,88.43,Yes
49438M25KZ,60,M,674339,451,1,Segment 3,1,0.8843401802943116,88.43,Yes
78810D26JH,55,M,534046,759,1,Segement 4,1,0.8843327752673167,88.43,Yes
76178G58WR,48,M,608237,412,0,Segment 3,1,0.8843099474459152,88.43,Yes
46333K25AZ,64,M,696156,396,1,Segment 3,1,0.8842954057917475,88.43,Yes
88257V80FC,51,M,511886,926,1,Segement 4,1,0.8842908452789224,88.43,Yes
58811K68KX,61,M,679611,485,1,Segment 3,1,0.8842829153233072,88.43,Yes
25905B12MQ,59,M,555766,671,1,Segement 4,1,0.8842634711291912,88.43,Yes
78445G00GM,49,F,688627,403,1,Segment 3,1,0.8842472889198755,88.42,Yes
55810H39GO,36,M,542005,441,1,Segment 3,1,0.8842468332218378,88.42,Yes
47166H35OH,64,M,582981,641,1,Segement 4,1,0.8841932371198786,88.42,Yes
29741Z24QX,60,M,673522,464,1,Segment 3,1,0.8841335357319177,88.41,Yes
64624R79UN,57,M,544009,990,1,Segement 4,1,0.884071159754085,88.41,Yes
68093A10MI,60,M,560498,715,1,Segement 4,1,0.8840694889084646,88.41,Yes
36897T13JE,58,M,662208,411,1,Segment 3,1,0.884053286774066,88.41,Yes
79222U52ZR,38,F,627176,364,1,Segment 3,1,0.8840024632535582,88.4,Yes
10895D74YW,45,F,665416,418,1,Segment 3,1,0.8839391732107741,88.39,Yes
93222T94GG,43,M,579259,426,1,Segment 3,1,0.8839339358809755,88.39,Yes
48859L61XD,60,M,559617,930,0,Segement 4,1,0.883846190177308,88.38,Yes
39131B44YR,62,M,570529,749,1,Segement 4,1,0.8838246097595682,88.38,Yes
08839B15CP,61,M,564877,751,1,Segement 4,1,0.8837856673526876,88.38,Yes
79848A58QZ,56,M,537366,599,1,Segement 4,1,0.8837810135281229,88.38,Yes
00573A72IV,63,M,688604,483,1,Segment 3,1,0.8837752353956637,88.38,Yes
76184K97FS,36,M,540136,450,1,Segment 3,1,0.8837733011675054,88.38,Yes
13642E17HL,40,F,524381,844,1,Segement 4,1,0.8837435089239852,88.37,Yes
90814K62IB,51,M,622495,475,1,Segment 3,1,0.8837430972229463,88.37,Yes
85101C00CW,41,M,567419,476,0,Segment 3,1,0.8837200759257459,88.37,Yes
86156X78AW,43,M,578416,468,1,Segment 3,1,0.8837200593896439,88.37,Yes
58071P09BL,39,M,556349,421,1,Segment 3,1,0.8837015556332245,88.37,Yes
84145E17BM,50,F,691725,491,1,Segment 3,1,0.8836387822914397,88.36,Yes
88036Y18EG,64,M,693283,401,1,Segment 3,1,0.8835670705824954,88.36,Yes
74055A01ZS,59,M,552907,888,1,Segement 4,1,0.883538521002186,88.35,Yes
12897O75RR,56,M,649134,398,1,Segment 3,1,0.8835262041031802,88.35,Yes
81320B94FQ,60,M,670860,427,1,Segment 3,1,0.8834580068412118,88.35,Yes
41004G05EI,40,M,560251,457,1,Segment 3,1,0.8832955073008176,88.33,Yes
43665Y29GR,46,F,668341,496,1,Segment 3,1,0.8832851984732482,88.33,Yes
70475T48UU,49,M,609616,448,1,Segment 3,1,0.8832644810457826,88.33,Yes
62473D55ES,49,F,684667,488,1,Segment 3,1,0.8832419889294498,88.32,Yes
69548G38TJ,46,F,668093,368,1,Segment 3,1,0.8832220091533876,88.32,Yes
92565T58YW,38,M,548715,381,1,Segment 3,1,0.8831581617295307,88.32,Yes
41265Y28IG,56,M,534880,995,1,Segement 4,1,0.8831485876054805,88.31,Yes
47381A42MX,41,M,564963,410,1,Segment 3,1,0.8830950153631214,88.31,Yes
01147I00YN,40,F,521824,585,1,Segement 4,1,0.8830927950122597,88.31,Yes
36239M21SN,55,M,641715,416,1,Segment 3,1,0.8830369797947447,88.3,Yes
52369Q27CD,51,M,619690,483,1,Segment 3,1,0.8830291014249357,88.3,Yes
48779P97ZC,47,F,672805,493,1,Segment 3,1,0.8830214076718107,88.3,Yes
29354D96VZ,52,M,512321,509,1,Segement 4,1,0.8830044718656469,88.3,Yes
50732A91CK,60,M,556172,530,1,Segement 4,1,0.8829694291891073,88.3,Yes
88811F53GP,65,M,696379,419,1,Segment 3,1,0.8829549506821401,88.3,Yes
26271N51TY,55,M,641315,456,1,Segment 3,1,0.8829348588137683,88.29,Yes
80155T79RY,48,F,677885,435,1,Segment 3,1,0.882914541068021,88.29,Yes
73554M44HL,47,F,672251,469,1,Segment 3,1,0.8828799331622312,88.29,Yes
22539X02AC,48,F,677688,441,1,Segment 3,1,0.882864210490372,88.29,Yes
83287L26HN,54,M,635523,363,1,Segment 3,1,0.8828598866789092,88.29,Yes
95253P35YZ,65,M,583232,910,0,Segement 4,1,0.8828589105634096,88.29,Yes
37292R17AY,65,M,583111,630,1,Segement 4,1,0.8828279863433934,88.28,Yes
11150R14AZ,48,M,602248,465,1,Segment 3,1,0.8827873434972402,88.28,Yes
97086I69MG,57,M,651664,490,1,Segment 3,1,0.8827692420413303,88.28,Yes
12657Y63MZ,50,F,688237,457,1,Segment 3,1,0.8827496666190227,88.27,Yes
59247R03ZD,50,F,575395,825,1,Segement 4,1,0.8827315170096417,88.27,Yes
17079G02XN,53,M,629251,390,1,Segment 3,1,0.8826620893905625,88.27,Yes
81356H87YN,60,M,554928,586,1,Segement 4,1,0.8826514199877582,88.27,Yes
13547I87ON,63,M,571405,594,1,Segement 4,1,0.8826466600993799,88.26,Yes
28896L15LF,56,M,532889,774,1,Segement 4,1,0.8826399357483531,88.26,Yes
02219R76PP,42,F,643813,401,1,Segment 3,1,0.8826381805367824,88.26,Yes
19682W22OT,46,F,665749,485,1,Segment 3,1,0.882623300681143,88.26,Yes
75971S24UB,53,M,628882,424,1,Segment 3,1,0.8825676237613269,88.26,Yes
87615W44BC,58,M,543559,880,1,Segement 4,1,0.8825561952474611,88.26,Yes
21080G42NX,43,F,648989,390,1,Segment 3,1,0.8825555998190404,88.26,Yes
85059F06OR,43,M,573781,476,1,Segment 3,1,0.882537997040107,88.25,Yes
63596E20JY,41,F,524757,590,1,Segement 4,1,0.8824367361853792,88.24,Yes
62105X31IU,59,M,548557,556,1,Segement 4,1,0.8824279405146355,88.24,Yes
72784A60XG,38,F,508107,728,1,Segement 4,1,0.8823971507444343,88.24,Yes
96795Z39RS,48,F,675717,445,1,Segment 3,1,0.8823596154808807,88.24,Yes
92543G26OQ,63,M,570069,851,1,Segement 4,1,0.8823042863574936,88.23,Yes
92987K40FI,39,M,550803,476,1,Segment 3,1,0.8822857445912605,88.23,Yes
41454O04UP,38,F,620112,439,1,Segment 3,1,0.8822005840543989,88.22,Yes
29577F30NV,62,M,564061,658,1,Segement 4,1,0.8821734984532499,88.22,Yes
62408W20SY,55,M,525206,667,1,Segement 4,1,0.8820796501654301,88.21,Yes
27132I60AZ,50,M,610333,422,1,Segment 3,1,0.8820407387003125,88.2,Yes
39892E02ZU,36,F,495685,626,1,Segement 4,1,0.8820312824787556,88.2,Yes
93231A29MX,60,M,552363,761,1,Segement 4,1,0.8819933522064182,88.2,Yes
00596L21AG,36,F,608235,500,0,Segment 3,1,0.8819744400919802,88.2,Yes
00764I35GI,53,M,513727,786,1,Segement 4,1,0.8819557289628684,88.2,Yes
95307D39BQ,47,F,555843,678,1,Segement 4,1,0.8819474762723206,88.19,Yes
84239W44OS,38,F,619029,424,1,Segment 3,1,0.8819221988183519,88.19,Yes
25657Y60GB,44,F,651933,497,1,Segment 3,1,0.8818997604727824,88.19,Yes
78543V84DQ,51,M,615078,470,1,Segment 3,1,0.8818468757871483,88.18,Yes
35910M08RE,46,M,587547,491,1,Segment 3,1,0.8818370053259725,88.18,Yes
44788C35BD,54,M,518760,681,1,Segement 4,1,0.8818359182422078,88.18,Yes
77633R57TN,47,M,592875,381,1,Segment 3,1,0.881793090606676,88.18,Yes
66468E52WE,60,M,551394,896,1,Segement 4,1,0.8817439180861194,88.17,Yes
78465F66VG,36,F,494547,933,0,Segement 4,1,0.8817383802202848,88.17,Yes
41492M00TH,53,M,625618,385,1,Segment 3,1,0.8817291512834944,88.17,Yes
84145L13FE,47,M,592589,461,1,Segment 3,1,0.881719409545904,88.17,Yes
57483K54VE,44,F,650971,420,1,Segment 3,1,0.8816519598419436,88.17,Yes
61407N44FZ,42,F,639899,466,0,Segment 3,1,0.8816326385558876,88.16,Yes
33470K18JO,61,M,556222,832,1,Segement 4,1,0.8815710465007085,88.16,Yes
58354I73GC,52,M,506643,773,1,Segement 4,1,0.8815472573102925,88.15,Yes
69140A35PB,59,M,545125,527,1,Segement 4,1,0.8815452633308534,88.15,Yes
52490K84IL,52,M,619282,467,1,Segment 3,1,0.8815131844844846,88.15,Yes
29890T71VI,46,M,586285,412,1,Segment 3,1,0.8815116863927863,88.15,Yes
14858P06YN,58,M,538532,558,0,Segement 4,1,0.8812625729120582,88.13,Yes
82094V50NK,50,M,607251,396,1,Segment 3,1,0.8812460817071737,88.12,Yes
17126K53TL,65,M,689584,497,1,Segment 3,1,0.8812085843247915,88.12,Yes
11476K95IE,42,M,563099,419,0,Segment 3,1,0.8812037341172246,88.12,Yes
76276T39FZ,54,M,628879,402,1,Segment 3,1,0.8811513721826321,88.12,Yes
95694H53UF,58,M,650746,390,1,Segment 3,1,0.8811184712124907,88.11,Yes
02389E39LS,65,M,689211,363,1,Segment 3,1,0.8811120707725212,88.11,Yes
08099P43RK,47,F,665333,386,1,Segment 3,1,0.8811007618952067,88.11,Yes
66364K69FW,41,F,632315,494,1,Segment 3,1,0.8810938230302737,88.11,Yes
05627Q51SE,49,M,601128,372,1,Segment 3,1,0.8810845069453092,88.11,Yes
25625B71WE,64,M,683382,411,1,Segment 3,1,0.8810265058335415,88.1,Yes
85938Z37GO,36,M,529371,442,0,Segment 3,1,0.8810130142379531,88.1,Yes
86874S51XS,43,M,567837,362,1,Segment 3,1,0.8810068679257981,88.1,Yes
87875F27HE,64,M,570376,512,1,Segement 4,1,0.8809656369613256,88.1,Yes
91961Y53AL,50,M,606157,390,1,Segment 3,1,0.880962894831155,88.1,Yes
02647N46ZT,37,F,609808,467,1,Segment 3,1,0.8809609898718168,88.1,Yes
04017C11CW,53,M,622602,493,1,Segment 3,1,0.8809497832689208,88.09,Yes
15777D56EN,37,F,496896,782,0,Segement 4,1,0.8809244583696931,88.09,Yes
49078V86NI,45,F,653437,463,1,Segment 3,1,0.8808678650548193,88.09,Yes
87316M75GJ,51,M,498425,502,1,Segement 4,1,0.8808437786063463,88.08,Yes
55671R85GD,60,M,547695,927,1,Segement 4,1,0.8807875428285766,88.08,Yes
30626E61BB,43,M,566595,447,1,Segment 3,1,0.8806847657486643,88.07,Yes
40805J57GE,44,F,534320,565,1,Segement 4,1,0.8806479512582318,88.06,Yes
32996P68HM,64,M,681902,492,1,Segment 3,1,0.8806426491527672,88.06,Yes
70366N51RF,37,M,533400,416,1,Segment 3,1,0.8806318388093928,88.06,Yes
57640I45EC,59,M,653937,491,1,Segment 3,1,0.8805199173643047,88.05,Yes
55463A99PA,52,M,502625,581,1,Segement 4,1,0.8805065982884921,88.05,Yes
97655N64RI,61,M,551856,597,1,Segement 4,1,0.8804400812572156,88.04,Yes
22128D96UV,47,F,662667,362,1,Segment 3,1,0.8804089022474536,88.04,Yes
39441Q46BI,59,M,540637,866,0,Segement 4,1,0.8803823428656377,88.04,Yes
78113T53GI,55,M,518593,769,1,Segement 4,1,0.8803693654784024,88.04,Yes
63918P57UN,57,M,642195,478,1,Segment 3,1,0.8803261323070697,88.03,Yes
95486X09GC,45,F,651248,414,1,Segment 3,1,0.8802990866453134,88.03,Yes
94239A13ZW,53,M,507313,951,1,Segement 4,1,0.8802957155372181,88.03,Yes
70942M66HC,60,M,658389,409,1,Segment 3,1,0.8802475984139493,88.02,Yes
40912F27DA,50,M,603397,388,1,Segment 3,1,0.8802458599512429,88.02,Yes
20219J89XD,39,F,505232,542,1,Segement 4,1,0.8802329977950409,88.02,Yes
86956D09NT,42,M,559229,381,1,Segment 3,1,0.880199035305298,88.02,Yes
06120Q32MA,59,M,539920,741,1,Segement 4,1,0.8801956440597981,88.02,Yes
87543P75FO,52,M,501429,718,1,Segement 4,1,0.8801953126056975,88.02,Yes
21772G55OR,39,F,617733,363,1,Segment 3,1,0.8801626365288084,88.02,Yes
67567V14XG,36,F,601205,498,1,Segment 3,1,0.8801541913762638,88.02,Yes
26302L10WP,54,M,512108,1005,1,Segement 4,1,0.8801124112202418,88.01,Yes
06126Q00TB,44,M,569859,496,1,Segment 3,1,0.8801033605866109,88.01,Yes
67689K20QE,40,M,547840,470,1,Segment 3,1,0.880096875954436,88.01,Yes
75946W64HA,54,M,511950,650,1,Segement 4,1,0.880071211239383,88.01,Yes
44317K69XF,38,F,611581,463,1,Segment 3,1,0.879992221140311,88.0,Yes
10138I78GX,64,M,566566,867,1,Segement 4,1,0.8799748584163328,88.0,Yes
01652B14JD,49,M,596664,377,1,Segment 3,1,0.8799239451450449,87.99,Yes
64710J60WI,61,M,662613,402,1,Segment 3,1,0.8799152273937478,87.99,Yes
77264R93BW,42,M,557845,394,1,Segment 3,1,0.8798379539907172,87.98,Yes
